id,Binom,Poisson,Seq,Name,Date
575,0,3,1,Zaccaria Gabitis,3.6.2016
576,1,8,1,Inger Benditt,25.5.2016
577,1,5,1,Jori Capsey,8.9.2016
578,1,1,1,Bunnie Trittam,11.5.2017
579,0,7,1,Anetta Jefferd,1.3.2017
580,1,3,1,Amye Allflatt,11.3.2017
581,0,4,1,Thurston Spadoni,13.1.2017
582,0,10,1,Karlyn Halms,16.12.2016
583,0,3,1,Uta Axe,26.2.2017
584,0,6,1,Asher Kerwen,25.5.2016
585,1,2,1,Denny Cecchi,3.10.2016
586,1,3,1,Beatrisa Mackieson,31.1.2017
587,0,7,1,Rancell Capoun,21.1.2017
588,0,1,1,Shermy Schutt,2.10.2016
589,0,6,1,Goldarina Bendare,22.2.2017
590,0,9,1,Steward Flowerden,20.10.2016
591,1,5,1,Rickey Kettley,20.11.2016
592,1,2,1,Vito Tomaschke,29.1.2017
593,0,3,1,Brod Bremmell,22.8.2016
594,0,3,1,Burk Popplewell,11.8.2016
595,0,4,1,Dunstan Haborn,2.4.2017
596,0,7,1,Debby Inker,20.7.2016
597,0,8,1,Sapphira McGuggy,10.1.2017
598,0,4,1,Alasdair Strutz,29.9.2016
599,1,3,1,Simonette Wilkins,4.5.2017
600,1,4,1,Frank Wetherell,30.7.2016
601,0,3,1,Sara-ann Yukhnin,19.10.2016
602,0,2,1,Zsa zsa Pughe,30.7.2016
603,0,7,1,Allie Maxworthy,1.3.2017
604,1,3,1,Isidor Durbin,11.9.2016
605,1,3,1,Luis Toffolo,27.12.2016
606,0,2,1,Morganica Agate,23.9.2016
607,0,6,1,Klaus Dagleas,6.5.2017
608,0,7,1,Alessandro Thynn,24.5.2016
609,1,6,1,Leeanne Muglestone,7.1.2017
610,1,5,1,Claiborn Olding,2.12.2016
611,1,7,1,Duffy McHarry,4.5.2017
612,1,5,1,Roi Blincow,14.5.2017
613,0,7,1,Yetty Beckingham,4.8.2016
614,0,5,1,Emmett Finch,17.10.2016
615,1,6,1,Tracey Petrushka,13.9.2016
616,1,2,1,Fernanda Bendare,23.8.2016
617,1,5,1,Nickie Fairfoot,4.11.2016
618,1,3,1,Grange Antoni,16.2.2017
619,1,3,1,Brennan Faragan,3.10.2016
620,1,1,1,Suki Summerscales,21.8.2016
621,0,8,1,Elias Peres,31.12.2016
622,1,4,1,Trisha Fellgett,22.6.2016
623,0,5,1,Michaelina Baser,10.3.2017
624,0,6,1,Blisse Illwell,12.9.2016
625,0,10,1,Elfie Ballay,2.8.2016
626,0,2,1,Shermie Nertney,11.10.2016
627,0,5,1,Philly Betts,6.1.2017
628,0,4,1,Ellynn Eim,1.5.2017
629,1,2,1,Ellene Vasilischev,14.10.2016
630,0,5,1,Kip Cawkwell,18.5.2016
631,1,9,1,Deirdre Lodwig,5.10.2016
632,0,6,1,Nina Sanderson,2.7.2016
633,0,5,1,Lia Slorance,4.7.2016
634,0,8,1,Hadlee Gleader,13.5.2017
635,1,7,1,Winnifred Fursey,21.3.2017
636,1,3,1,Issi Mushett,21.4.2017
637,1,4,1,Avivah Epdell,26.3.2017
638,1,11,1,Sky Gianettini,6.1.2017
639,1,7,1,Alick Houltham,26.5.2016
640,1,2,1,Sabra Huffadine,6.4.2017
641,0,2,1,Ritchie Ruecastle,29.11.2016
642,0,6,1,Freida Geerdts,2.10.2016
643,1,5,1,Henri Filippello,21.8.2016
644,0,5,1,Moe Lewsie,21.2.2017
645,0,2,1,Leilah Clewes,30.10.2016
646,0,4,1,Holly-anne Pracy,8.2.2017
647,1,6,1,Brenna Mandres,3.8.2016
648,0,5,1,Danette Alforde,16.6.2016
649,0,5,1,Hope Auletta,28.4.2017
650,1,3,1,Gearalt Gonsalvez,6.10.2016
651,0,10,1,Keen Robyns,25.7.2016
652,1,7,1,Morrie Welch,17.5.2016
653,1,8,1,Auberta Priddis,1.6.2016
654,0,4,1,Fern Dewhurst,27.10.2016
655,0,6,1,Devondra Alessandone,23.11.2016
656,0,6,1,Anett Chaudron,3.5.2017
657,0,6,1,Alex Dominico,11.3.2017
658,0,4,1,Crichton Hamal,8.9.2016
659,0,5,1,Janenna Gerold,28.1.2017
660,0,6,1,Harrietta Boughey,26.11.2016
661,0,5,1,Shannon Woolstenholmes,11.10.2016
662,0,2,1,Paolina Ryves,28.5.2016
663,0,4,1,Gena Dipple,3.2.2017
664,1,6,1,Jarvis Elt,10.9.2016
665,1,2,1,Dorthea Olyfant,12.1.2017
666,0,5,1,Urbain Neighbour,6.4.2017
667,1,4,1,Armstrong Sallter,19.11.2016
668,1,10,1,Salim Blethin,4.8.2016
669,0,8,1,Shelley Gabbetis,18.10.2016
670,1,6,1,Hastie Jaggi,8.5.2017
671,1,7,1,Fitzgerald Kornel,12.8.2016
672,0,3,1,Thomas Font,1.8.2016
673,1,7,1,Janaya Sliney,31.10.2016
674,0,8,1,Lilla Grestie,28.4.2017
675,0,3,1,Brewer Mayers,24.5.2016
676,0,7,1,Barty McCorkindale,28.12.2016
677,1,10,1,Barrie Hambric,27.6.2016
678,1,0,1,Ginnifer Apfler,7.2.2017
679,0,1,1,Donna Ruddiforth,13.5.2017
680,1,7,1,Daisi Rumford,30.4.2017
681,0,6,1,Shara Abbatt,25.7.2016
682,1,6,1,Maxine Altoft,30.12.2016
683,1,3,1,Taryn Macci,25.11.2016
684,0,5,1,Nana Magee,1.2.2017
685,0,1,1,Far Tremolieres,17.2.2017
686,0,2,1,Jillayne Fardy,17.9.2016
687,0,4,1,Dolf Applewhaite,23.12.2016
688,0,3,1,Lennard Willgoss,26.9.2016
689,0,8,1,Cherie Brunetti,6.4.2017
690,1,4,1,Goldie Camock,10.7.2016
691,0,3,1,Calley Hufton,7.3.2017
692,0,3,1,Ayn Blitz,12.9.2016
693,0,6,1,Herman Froome,21.2.2017
694,0,4,1,Moreen Tiuit,10.3.2017
695,1,11,1,Emilia Reeme,10.10.2016
696,0,9,1,Carlota Lorriman,7.12.2016
697,0,6,1,Valaria Marre,16.12.2016
698,1,6,1,Arnie Nockles,21.3.2017
699,0,6,1,Odie Melding,29.12.2016
700,1,8,1,Joletta Koppes,30.1.2017
701,0,3,1,Sena Lacroix,7.2.2017
702,0,2,1,Glenine Schimank,17.9.2016
703,0,5,1,Cy McCrostie,2.4.2017
704,0,3,1,Shaun Jorissen,22.11.2016
705,1,8,1,Matteo D'Ruel,19.5.2016
706,0,0,1,Shirlene Crummie,1.4.2017
707,1,5,1,Jerrie Cobley,23.12.2016
708,0,3,1,Nelle Bourtoumieux,9.9.2016
709,1,5,1,Annette Hinks,23.4.2017
710,0,3,1,Shelley Lettington,13.7.2016
711,0,10,1,Gery Matiasek,5.10.2016
712,1,5,1,Kipper Trehearne,7.5.2017
713,0,7,1,Lawton MacCorkell,22.4.2017
714,1,4,1,Omero Lentsch,11.3.2017
715,1,9,1,Adolphus Leavry,10.2.2017
716,1,4,1,Zedekiah Mitchell,14.8.2016
717,1,8,1,Francine Tran,28.1.2017
718,0,5,1,Olvan Alloisi,19.4.2017
719,1,2,1,Parry Duny,26.6.2016
720,1,3,1,Willa Van der Kruis,11.8.2016
721,1,11,1,Faber Cluckie,23.2.2017
722,0,6,1,Jennilee Dornan,24.11.2016
723,1,8,1,Harli Lytton,28.6.2016
724,0,5,1,Hogan Mixworthy,27.1.2017
725,0,6,1,Marchelle Poinsett,26.9.2016
726,0,2,1,Gnni Cabotto,7.5.2017
727,0,11,1,Vallie Paskin,11.4.2017
728,1,4,1,Sigismundo Matveiko,14.7.2016
729,1,5,1,Aleda Braybrook,20.6.2016
730,0,5,1,Kathe Fernandes,18.10.2016
731,0,4,1,Marcy De Gregoli,21.3.2017
732,0,5,1,Joscelin Dadd,21.9.2016
733,1,3,1,Sharla Burtonwood,26.10.2016
734,0,6,1,Delmore Adamovitz,15.8.2016
735,0,5,1,Nonie Horsley,12.6.2016
736,1,5,1,Chad Farherty,8.4.2017
737,0,3,1,Amble Gaiford,3.12.2016
738,0,7,1,Raimund Le Noire,4.11.2016
739,0,6,1,Nalani Staresmeare,27.4.2017
740,1,2,1,Mindy Stivey,21.5.2016
741,1,5,1,Fitzgerald McGrah,27.6.2016
742,0,4,1,Shanie Halley,6.11.2016
743,1,7,1,Micah Rodenburg,15.3.2017
744,1,5,1,Rockwell Rallinshaw,22.4.2017
745,1,6,1,Flori Semonin,25.1.2017
746,1,7,1,Bev Falls,7.1.2017
747,1,7,1,Sloane Maddern,26.10.2016
748,1,6,1,Myrvyn Doughartie,29.8.2016
749,0,8,1,Lil Spellecy,18.6.2016
750,1,4,1,Elvis Giannoni,20.12.2016
751,0,6,1,Avis Aylward,23.4.2017
752,0,6,1,Wandis Muttock,12.5.2017
753,1,7,1,Edlin Serfati,30.10.2016
754,0,5,1,Jarid McGougan,23.4.2017
755,1,4,1,Dominic Murney,5.6.2016
756,1,3,1,Eldredge Harness,19.12.2016
757,1,7,1,Ermentrude Bassford,29.6.2016
758,0,3,1,Branden Abotson,23.5.2016
759,0,8,1,Aaren Stubbe,17.7.2016
760,1,6,1,Ebenezer Swinfon,21.8.2016
761,0,6,1,Dacie Chantler,5.12.2016
762,1,7,1,Eleni Hedau,15.2.2017
763,0,5,1,Lizzy Ever,24.7.2016
764,1,4,1,Susanna Cutmore,4.10.2016
765,0,5,1,Tarrance Mance,28.6.2016
766,0,3,1,Poul Hards,26.6.2016
767,1,3,1,Isis Harnwell,15.5.2017
768,0,6,1,Aldric Kohnert,15.12.2016
769,0,3,1,Eadith Burdytt,3.6.2016
770,0,6,1,Noach Shiliton,14.12.2016
771,0,4,1,Rozamond Scaife,1.11.2016
772,1,3,1,Staci Quantrell,12.6.2016
773,1,2,1,Vernice Summersett,13.11.2016
774,0,9,1,Flynn Kirvin,7.5.2017
775,0,6,1,Laureen Gajownik,27.7.2016
776,1,6,1,Worth Orbell,9.1.2017
777,0,5,1,Lucius Whittier,8.8.2016
778,0,4,1,Sol Hallum,12.6.2016
779,0,5,1,Jason Mico,28.5.2016
780,1,3,1,Kissie Leedal,8.8.2016
781,1,7,1,Meade Frayling,13.10.2016
782,0,10,1,Annetta Mewitt,25.9.2016
783,1,12,1,Giralda Moatt,14.3.2017
784,0,4,1,Sigvard Nowakowski,25.4.2017
785,1,4,1,Clio Claiton,23.10.2016
786,0,5,1,Ali Shippard,15.10.2016
787,0,13,1,Janeczka Sadlier,13.1.2017
788,0,6,1,Mallory Churchman,18.9.2016
789,0,4,1,Jean Pargetter,6.3.2017
790,0,3,1,Aldric Mewburn,12.3.2017
791,1,8,1,Eward Grogona,2.11.2016
792,0,6,1,Walden MacGorrie,4.10.2016
793,1,4,1,Ancell Cardoe,7.6.2016
794,1,5,1,Fran Merigot,21.6.2016
795,0,5,1,Cati Talbot,12.3.2017
796,0,8,1,Lyssa Bending,1.12.2016
797,0,4,1,Ula Beevor,3.6.2016
798,0,5,1,Kari Kelby,6.11.2016
799,0,4,1,Ken Steiner,27.3.2017
800,1,12,1,Miof mela Gravestone,14.9.2016
801,0,4,1,Garrik Lyddiard,25.1.2017
802,0,4,1,Danny Crunden,31.7.2016
803,1,6,1,Ellerey Fincken,18.9.2016
804,1,7,1,Shellie Barten,21.12.2016
805,0,6,1,Carrol Beaven,5.2.2017
806,1,1,1,Georgie Avrahamian,15.5.2017
807,0,5,1,Merl Ryde,21.7.2016
808,0,4,1,Garik Darracott,27.7.2016
809,0,8,1,Irvin Doxsey,23.10.2016
810,0,4,1,Kiele McKew,4.3.2017
811,0,10,1,Cullie McNerlin,7.3.2017
812,0,8,1,Ashlie Sincock,13.4.2017
813,1,6,1,Nevsa Yanov,1.5.2017
814,1,5,1,Merla Gapp,6.8.2016
815,1,1,1,Kelley Clayson,20.8.2016
816,0,6,1,Jarad Sabben,2.5.2017
817,0,3,1,Anna-maria Rudolph,6.2.2017
818,0,6,1,Raphaela Greguol,21.5.2016
819,0,4,1,Carol-jean Muff,31.8.2016
820,1,6,1,Jacquenette Maryska,23.12.2016
821,1,9,1,Alicea Camilletti,4.8.2016
822,0,4,1,Carolann Nevison,13.8.2016
823,0,1,1,Silvano Coltan,8.8.2016
824,1,3,1,Rodolph Kleisel,25.11.2016
825,0,4,1,Prue Luke,17.6.2016
826,0,8,1,Leigh Franzewitch,20.12.2016
827,1,6,1,Raddy Casbon,5.6.2016
828,0,3,1,Codie Denidge,16.1.2017
829,0,10,1,Aurlie Marston,24.6.2016
830,0,8,1,Corene Doulden,29.4.2017
831,0,7,1,Aileen De la Zenne,5.8.2016
832,0,4,1,Bradly Cantor,20.3.2017
833,0,3,1,Gris Sherrocks,15.10.2016
834,1,6,1,Bobbie McGeorge,11.1.2017
835,1,5,1,Angelo Sturton,24.11.2016
836,1,7,1,Clark Scales,15.4.2017
837,1,4,1,Berget Banke,2.3.2017
838,1,5,1,Bonnie Valentetti,11.1.2017
839,1,9,1,Lauri Sallings,20.1.2017
840,1,4,1,Fraze McSharry,6.3.2017
841,0,7,1,Eberhard Maddams,7.4.2017
842,1,6,1,Raphaela Joy,9.10.2016
843,0,9,1,Darrin Watt,4.6.2016
844,0,4,1,Jarrett Bartelli,18.8.2016
845,1,5,1,Zolly Bangle,3.1.2017
846,1,2,1,Rolando Fray,14.9.2016
847,1,3,1,Pavlov Hourihan,30.7.2016
848,1,5,1,Glenn Kleine,13.7.2016
849,0,4,1,Vinny Josling,9.2.2017
850,1,7,1,Beatrisa Guite,28.1.2017
851,1,3,1,Jerrie Greystoke,14.11.2016
852,1,7,1,Belia Kearns,13.1.2017
853,0,9,1,Rebe Swancock,17.8.2016
854,0,5,1,Levey Spaunton,5.3.2017
855,0,5,1,Kailey Cleevely,19.9.2016
856,0,4,1,Bambie Poytress,3.6.2016
857,1,4,1,Devland Raddan,15.11.2016
858,0,6,1,Julina Hanford,25.3.2017
859,1,4,1,Melisent Bradock,7.12.2016
860,1,1,1,Kristopher Geraldez,8.5.2017
861,0,6,1,Isador Wintersgill,14.3.2017
862,0,3,1,Rodrick Mounsey,25.11.2016
863,1,7,1,Paco Glenny,9.9.2016
864,1,7,1,Vallie Patrick,13.4.2017
865,0,9,1,Theo Cobbledick,9.3.2017
866,0,5,1,Samuele Ernke,28.12.2016
867,0,8,1,Leone Finkle,12.11.2016
868,1,6,1,Farlie MacCarrick,15.4.2017
869,0,5,1,Phil Yakutin,4.6.2016
870,1,4,1,Leila Springett,28.10.2016
871,0,6,1,Grissel Derill,12.11.2016
872,1,7,1,Becka Yanyshev,31.8.2016
873,1,6,1,Collen Beeby,13.5.2017
874,1,2,1,Ellsworth Antoons,20.5.2016
875,0,4,1,Roseline Aberkirdo,16.4.2017
876,0,4,1,Arlina Gillatt,28.4.2017
877,0,7,1,Shaw Blaydon,14.9.2016
878,0,3,1,Nathanial Linturn,26.3.2017
879,0,5,1,Ekaterina Radenhurst,9.8.2016
880,1,6,1,Gill Gleader,10.7.2016
881,0,5,1,Krispin Udden,29.5.2016
882,0,1,1,Doyle Gazey,26.11.2016
883,0,6,1,Jaquelin Rangeley,10.5.2017
884,0,2,1,Dorelia Tennock,17.6.2016
885,0,4,1,Tuesday Pheazey,8.8.2016
886,1,4,1,Mahala McAneny,29.5.2016
887,0,3,1,Cristine McGragh,12.1.2017
888,0,6,1,Lothario McKinless,27.11.2016
889,0,5,1,Gail Sommerton,13.10.2016
890,1,6,1,David Huscroft,22.4.2017
891,0,12,1,Isis Pedwell,19.5.2016
892,1,4,1,Rosy Jephcote,8.8.2016
893,0,1,1,Jerrie Klarzynski,22.6.2016
894,0,6,1,Berky Hassey,17.5.2016
895,0,6,1,Smith Espinha,18.6.2016
896,0,10,1,Mahmoud Eyre,27.5.2016
897,1,3,1,Heinrick Rubanenko,13.6.2016
898,1,5,1,Tris Swainston,22.12.2016
899,1,8,1,Chico McFarlane,20.7.2016
900,0,7,1,Catie Dack,31.10.2016
901,0,5,1,Wash Oris,5.7.2016
902,0,7,1,Mervin Gimblet,6.8.2016
903,0,5,1,Darleen Manston,14.11.2016
904,0,3,1,Berty Flawith,23.10.2016
905,0,1,1,Mortie Stroobant,12.12.2016
906,0,5,1,Ellsworth Hadlington,19.10.2016
907,0,4,1,Anjanette Konerding,26.6.2016
908,1,5,1,Phip Regina,22.1.2017
909,0,4,1,Heinrick Tomek,18.4.2017
910,0,3,1,Lucretia Wybrow,27.4.2017
911,0,5,1,Gerianne Etter,18.6.2016
912,1,13,1,Emilie Crottagh,11.10.2016
913,1,3,1,Bail Scolding,22.7.2016
914,1,6,1,Nikolia Orringe,9.4.2017
915,1,5,1,Marina Barber,28.11.2016
916,0,6,1,Mavra McHardy,3.4.2017
917,1,5,1,Rowe Raunds,20.7.2016
918,0,2,1,Marji Eddington,5.1.2017
919,0,8,1,Willard Piggin,18.6.2016
920,1,7,1,Kristofor Cattellion,2.3.2017
921,0,5,1,Any Batchley,8.3.2017
922,0,3,1,Laetitia Way,6.3.2017
923,0,4,1,Bess Lunam,17.3.2017
924,0,6,1,Fredi Clifton,5.8.2016
925,0,5,1,Bartlett Birdsey,11.11.2016
926,0,1,1,Ray Dufall,6.6.2016
927,0,5,1,Constantin Shawe,13.4.2017
928,0,6,1,Louie Heakins,18.2.2017
929,1,9,1,Chandal Isbell,22.7.2016
930,0,2,1,Rutledge Hiom,27.9.2016
931,0,6,1,Ian Brocklehurst,11.6.2016
932,0,2,1,Etty McNiff,11.7.2016
933,1,7,1,Rollins Petts,24.10.2016
934,0,8,1,Verge Abade,20.11.2016
935,0,5,1,Cairistiona Haensel,30.3.2017
936,1,2,1,Cesya Rissom,17.12.2016
937,1,5,1,Christiano Marshfield,2.2.2017
938,0,4,1,Yetta Gierardi,10.4.2017
939,1,7,1,Marijn McDirmid,6.10.2016
940,0,4,1,Alie Chittim,12.3.2017
941,0,10,1,Reece Dureden,14.6.2016
942,1,2,1,Cecile Valek,9.7.2016
943,1,4,1,Isador Beers,13.8.2016
944,0,6,1,Dannie Elderfield,17.1.2017
945,0,4,1,Barrett Reeds,28.12.2016
946,0,6,1,Theodor Eichmann,2.2.2017
947,0,0,1,Georgette Morris,8.10.2016
948,1,5,1,Cordelie Jozaitis,26.5.2016
949,1,4,1,Niel Peplay,20.1.2017
950,1,5,1,Jaquenette Splaven,1.4.2017
951,1,4,1,Mohandis Dabinett,28.1.2017
952,0,2,1,Olav Lewer,19.10.2016
953,0,5,1,Claudianus Giacoppo,24.9.2016
954,0,4,1,Cassandry Blaes,5.12.2016
955,1,5,1,Eldin Conti,3.11.2016
956,1,4,1,Delly MacKerley,15.7.2016
957,0,6,1,Ludovika Jennings,21.4.2017
958,1,4,1,Melisse Bonnesen,20.5.2016
959,0,7,1,Tana Minto,19.3.2017
960,0,5,1,Kathleen Musso,31.3.2017
961,0,6,1,Nellie Pessel,27.1.2017
962,0,6,1,Chicky Gyer,5.3.2017
963,1,6,1,Byran Chern,18.6.2016
964,1,4,1,Melva Satford,8.9.2016
965,0,2,1,Ariana Marrison,6.4.2017
966,0,3,1,Averil Pepys,14.11.2016
967,0,2,1,Cymbre Bleasby,23.7.2016
968,0,4,1,Halie Coetzee,20.1.2017
969,1,6,1,Jules Bowton,29.1.2017
970,1,2,1,Christal Massy,15.9.2016
971,1,6,1,Shelden Quinnelly,5.2.2017
972,1,1,1,Tomlin Londsdale,23.9.2016
973,1,7,1,Eberhard Ygou,17.5.2016
974,0,5,1,Giffy Holdren,27.4.2017
975,0,6,1,Gusty Padginton,28.5.2016
976,1,8,1,Fan Runnett,14.2.2017
977,1,3,1,Florenza Schafer,9.4.2017
978,1,6,1,Baryram Howgate,10.10.2016
979,0,3,1,Marco Gerasch,22.9.2016
980,0,4,1,Sophey Cabrer,11.11.2016
981,0,3,1,Ottilie Custy,26.9.2016
982,0,5,1,Wang Bullard,9.3.2017
983,1,6,1,Ralf Legrand,27.3.2017
984,1,3,1,Orella Borell,6.10.2016
985,0,4,1,Darin Haworth,16.2.2017
986,0,5,1,Jaimie Brand,29.1.2017
987,0,5,1,Culver Fields,17.1.2017
988,0,4,1,Gaile Kleinerman,8.5.2017
989,0,5,1,Bennie Viscovi,7.4.2017
990,1,3,1,Merle Calbreath,8.8.2016
991,1,6,1,Vivyan Scurr,8.6.2016
992,1,9,1,Hagen Sainer,17.8.2016
993,0,3,1,Salomo Richardeau,15.4.2017
994,0,6,1,Nessie Darragh,23.8.2016
995,0,2,1,Lidia Gynn,5.5.2017
996,0,5,1,Marsha Keighly,15.7.2016
997,0,8,1,Vladamir Broadbent,9.3.2017
998,0,5,1,Samara Saturley,26.3.2017
999,1,5,1,Cross Raecroft,14.4.2017
1000,1,6,1,Sarette Hellyer,27.12.2016
